CMDLINE 'C:\Program Files\Python311\python.exe' app.py
MEM 1.988281 1736018049.3908
MEM 19.171875 1736018049.4912
MEM 29.312500 1736018049.5917
MEM 37.128906 1736018049.6924
MEM 43.972656 1736018049.7926
MEM 49.746094 1736018049.8929
MEM 56.632812 1736018049.9934
MEM 64.894531 1736018050.0941
MEM 72.542969 1736018050.1944
MEM 80.339844 1736018050.2946
MEM 85.976562 1736018050.3952
MEM 85.976562 1736018050.4958
MEM 85.976562 1736018050.5961
MEM 85.976562 1736018050.6966
MEM 85.976562 1736018050.7971
MEM 85.976562 1736018050.8973
MEM 85.976562 1736018050.9984
MEM 85.976562 1736018051.0990
MEM 85.976562 1736018051.1992
MEM 85.976562 1736018051.2996
MEM 85.976562 1736018051.3997
MEM 85.976562 1736018051.5000
MEM 85.976562 1736018051.6005
MEM 85.976562 1736018051.7012
MEM 85.976562 1736018051.8015
MEM 85.976562 1736018051.9020
MEM 85.976562 1736018052.0024
MEM 85.976562 1736018052.1032
MEM 85.976562 1736018052.2038
MEM 85.976562 1736018052.3042
MEM 85.976562 1736018052.4046
MEM 85.976562 1736018052.5058
MEM 85.976562 1736018052.6060
MEM 85.976562 1736018052.7067
MEM 85.976562 1736018052.8070
MEM 85.976562 1736018052.9073
MEM 85.976562 1736018053.0074
MEM 85.976562 1736018053.1077
MEM 85.976562 1736018053.2083
MEM 85.976562 1736018053.3088
MEM 85.976562 1736018053.4093
MEM 85.976562 1736018053.5098
MEM 85.976562 1736018053.6102
MEM 85.976562 1736018053.7108
MEM 85.976562 1736018053.8113
MEM 85.976562 1736018053.9115
MEM 85.976562 1736018054.0118
MEM 85.976562 1736018054.1120
MEM 85.976562 1736018054.2137
MEM 85.976562 1736018054.3144
MEM 85.976562 1736018054.4149
MEM 85.976562 1736018054.5153
MEM 85.976562 1736018054.6160
MEM 85.976562 1736018054.7164
MEM 85.976562 1736018054.8167
MEM 85.976562 1736018054.9178
MEM 85.976562 1736018055.0180
MEM 85.976562 1736018055.1186
MEM 85.976562 1736018055.2191
MEM 85.976562 1736018055.3234
MEM 85.976562 1736018055.4237
MEM 85.976562 1736018055.5242
MEM 85.976562 1736018055.6246
MEM 85.976562 1736018055.7253
MEM 85.976562 1736018055.8259
MEM 85.976562 1736018055.9262
MEM 85.976562 1736018056.0264
MEM 85.976562 1736018056.1267
MEM 85.976562 1736018056.2274
MEM 85.976562 1736018056.3278
MEM 85.976562 1736018056.4284
MEM 85.976562 1736018056.5290
MEM 85.976562 1736018056.6295
MEM 85.976562 1736018056.7301
MEM 85.976562 1736018056.8303
MEM 85.976562 1736018056.9312
MEM 85.976562 1736018057.0315
MEM 85.976562 1736018057.1321
MEM 85.976562 1736018057.2324
MEM 85.976562 1736018057.3329
MEM 85.976562 1736018057.4333
MEM 85.976562 1736018057.5337
MEM 85.976562 1736018057.6343
MEM 85.976562 1736018057.7346
MEM 85.976562 1736018057.8349
MEM 85.976562 1736018057.9411
MEM 85.976562 1736018058.0413
MEM 85.976562 1736018058.1418
MEM 85.976562 1736018058.2422
MEM 85.976562 1736018058.3425
MEM 85.976562 1736018058.4430
MEM 85.976562 1736018058.5435
MEM 85.976562 1736018058.6442
MEM 85.976562 1736018058.7448
MEM 85.976562 1736018058.8453
MEM 85.976562 1736018058.9457
MEM 85.976562 1736018059.0460
MEM 85.976562 1736018059.1464
MEM 85.976562 1736018059.2474
MEM 85.976562 1736018059.3478
MEM 85.976562 1736018059.4484
MEM 85.976562 1736018059.5489
